Id,SalePrice
1628,280883.0
1629,176676.0
1630,347558.0
1631,218552.0
1632,238355.0
1633,173340.0
1634,185201.0
1635,170292.0
1636,147516.0
1637,188796.0
1638,172150.0
1639,185701.0
1640,248438.0
1641,177993.0
1642,239775.0
1643,215633.0
1644,238213.0
1645,197114.0
1646,157964.0
1647,154836.0
1648,128341.0
1649,137663.0
1650,110433.0
1651,121165.0
1652,99708.0
1653,104425.0
1654,146477.0
1655,150195.0
1656,139122.0
1657,147288.0
1658,146234.0
1659,122606.0
1660,157401.0
1661,434035.0
1662,389851.0
1663,373498.0
1664,516738.0
1665,308543.0
1666,327282.0
1667,388696.0
1668,339465.0
1669,302223.0
1670,341143.0
1671,265550.0
1672,419328.0
1673,292254.0
1674,238317.0
1675,200913.0
1676,198015.0
1677,218779.0
1678,468550.0
1679,392015.0
1680,323628.0
1681,246707.0
1682,317769.0
1683,189329.0
1684,171089.0
1685,172358.0
1686,165257.0
1687,171548.0
1688,189734.0
1689,193422.0
1690,195687.0
1691,182837.0
1692,258275.0
1693,168751.0
1694,181557.0
1695,166955.0
1696,264745.0
1697,169353.0
1698,338572.0
1699,323643.0
1700,258621.0
1701,266523.0
1702,233732.0
1703,234693.0
1704,277891.0
1705,238545.0
1706,434262.0
1707,211923.0
1708,201438.0
1709,258537.0
1710,218414.0
1711,276012.0
1712,261804.0
1713,281037.0
1714,224668.0
1715,205816.0
1716,180902.0
1717,169058.0
1718,132997.0
1719,212056.0
1720,245375.0
1721,162048.0
1722,123523.0
1723,154858.0
1724,204443.0
1725,236744.0
1726,186158.0
1727,155753.0
1728,184364.0
1729,172156.0
1730,157110.0
1731,128823.0
1732,125785.0
1733,113872.0
1734,117036.0
1735,127827.0
1736,114629.0
1737,308516.0
1738,261613.0
1739,250814.0
1740,231087.0
1741,200828.0
1742,169039.0
1743,176805.0
1744,346938.0
1745,215942.0
1746,186847.0
1747,207058.0
1748,211387.0
1749,150303.0
1750,121586.0
1751,242813.0
1752,116143.0
1753,150966.0
1754,186067.0
1755,173377.0
1756,127696.0
1757,119737.0
1758,148351.0
1759,164960.0
1760,166060.0
1761,144705.0
1762,182285.0
1763,188092.0
1764,116950.0
1765,180797.0
1766,190380.0
1767,222162.0
1768,144576.0
1769,170235.0
1770,154649.0
1771,121529.0
1772,141961.0
1773,129258.0
1774,144629.0
1775,140130.0
1776,131749.0
1777,104693.0
1778,144829.0
1779,123691.0
1780,177873.0
1781,128726.0
1782,87645.0
1783,151349.0
1784,112384.0
1785,118240.0
1786,126043.0
1787,173541.0
1788,56452.0
1789,95806.0
1790,86929.0
1791,191775.0
1792,152337.0
1793,121972.0
1794,161823.0
1795,137803.0
1796,128565.0
1797,104290.0
1798,116657.0
1799,113584.0
1800,121886.0
1801,126708.0
1802,119318.0
1803,149891.0
1804,131017.0
1805,135602.0
1806,112931.0
1807,136516.0
1808,122824.0
1809,125856.0
1810,133196.0
1811,91561.0
1812,100695.0
1813,119995.0
1814,93982.0
1815,53923.0
1816,95640.0
1817,117005.0
1818,157547.0
1819,127138.0
1820,56222.0
1821,103888.0
1822,154287.0
1823,45874.0
1824,128962.0
1825,135908.0
1826,110733.0
1827,100191.0
1828,130390.0
1829,128800.0
1830,139770.0
1831,145115.0
1832,77407.0
1833,135519.0
1834,119636.0
1835,121702.0
1836,131107.0
1837,82536.0
1838,136423.0
1839,102625.0
1840,133161.0
1841,127391.0
1842,91543.0
1843,123721.0
1844,141203.0
1845,137224.0
1846,156073.0
1847,179284.0
1848,53699.0
1849,113775.0
1850,119089.0
1851,158221.0
1852,121785.0
1853,129002.0
1854,163152.0
1855,153997.0
1856,229114.0
1857,155179.0
1858,135083.0
1859,120350.0
1860,144434.0
1861,120876.0
1862,315572.0
1863,292460.0
1864,292539.0
1865,350860.0
1866,335299.0
1867,218126.0
1868,290052.0
1869,199173.0
1870,217048.0
1871,250580.0
1872,173156.0
1873,239967.0
1874,145347.0
1875,190392.0
1876,198665.0
1877,209765.0
1878,189879.0
1879,130498.0
1880,132615.0
1881,243775.0
1882,241690.0
1883,186605.0
1884,206434.0
1885,240636.0
1886,283895.0
1887,207962.0
1888,257102.0
1889,172713.0
1890,118189.0
1891,131990.0
1892,103078.0
1893,141963.0
1894,123974.0
1895,136115.0
1896,125535.0
1897,111817.0
1898,118702.0
1899,166204.0
1900,143865.0
1901,175134.0
1902,165836.0
1903,229701.0
1904,144549.0
1905,218402.0
1906,160304.0
1907,234513.0
1908,105531.0
1909,132248.0
1910,119994.0
1911,235453.0
1912,353541.0
1913,150272.0
1914,57708.0
1915,317574.0
1916,66015.0
1917,244205.0
1918,139613.0
1919,178306.0
1920,147858.0
1921,383841.0
1922,311494.0
1923,242603.0
1924,233979.0
1925,190686.0
1926,373823.0
1927,128929.0
1928,156589.0
1929,129220.0
1930,135548.0
1931,132136.0
1932,136326.0
1933,191339.0
1934,179801.0
1935,170506.0
1936,196218.0
1937,178536.0
1938,167298.0
1939,241115.0
1940,190592.0
1941,164803.0
1942,182619.0
1943,213417.0
1944,374006.0
1945,412137.0
1946,146566.0
1947,313990.0
1948,174396.0
1949,238365.0
1950,183136.0
1951,257334.0
1952,215860.0
1953,170230.0
1954,180325.0
1955,128817.0
1956,296936.0
1957,150477.0
1958,287801.0
1959,149776.0
1960,113092.0
1961,124715.0
1962,102451.0
1963,108626.0
1964,108026.0
1965,147833.0
1966,141124.0
1967,297444.0
1968,449998.0
1969,385667.0
1970,396680.0
1971,450462.0
1972,357630.0
1973,272055.0
1974,338099.0
1975,526387.0
1976,270268.0
1977,353842.0
1978,348178.0
1979,319367.0
1980,203678.0
1981,339596.0
1982,216417.0
1983,197192.0
1984,170288.0
1985,226079.0
1986,207961.0
1987,183677.0
1988,173948.0
1989,194482.0
1990,208222.0
1991,233606.0
1992,213090.0
1993,164728.0
1994,234305.0
1995,183020.0
1996,255549.0
1997,321435.0
1998,304915.0
1999,275804.0
2000,315024.0
2001,288541.0
2002,232772.0
2003,256573.0
2004,290452.0
2005,220941.0
2006,218143.0
2007,251461.0
2008,226039.0
2009,201414.0
2010,198977.0
2011,133704.0
2012,171611.0
2013,176446.0
2014,189072.0
2015,210372.0
2016,190971.0
2017,196710.0
2018,120425.0
2019,131425.0
2020,92703.0
2021,98908.0
2022,190078.0
2023,143219.0
2024,272993.0
2025,352281.0
2026,178098.0
2027,159568.0
2028,147015.0
2029,168046.0
2030,268020.0
2031,234410.0
2032,253390.0
2033,256143.0
2034,179253.0
2035,222112.0
2036,200452.0
2037,211498.0
2038,301616.0
2039,227640.0
2040,291593.0
2041,314470.0
2042,210500.0
2043,179967.0
2044,164849.0
2045,215357.0
2046,147917.0
2047,143885.0
2048,144482.0
2049,143183.0
2050,173018.0
2051,100333.0
2052,117806.0
2053,149836.0
2054,94773.0
2055,159534.0
2056,151694.0
2057,115590.0
2058,224314.0
2059,132630.0
2060,172591.0
2061,179176.0
2062,131672.0
2063,121070.0
2064,140573.0
2065,117337.0
2066,170640.0
2067,129265.0
2068,151034.0
2069,83243.0
2070,112463.0
2071,87866.0
2072,136697.0
2073,134688.0
2074,191164.0
2075,142639.0
2076,116191.0
2077,150593.0
2078,122391.0
2079,130102.0
2080,114950.0
2081,122199.0
2082,102568.0
2083,143732.0
2084,111312.0
2085,111897.0
2086,96772.0
2087,120315.0
2088,94015.0
2089,77404.0
2090,124417.0
2091,109549.0
2092,125114.0
2093,112944.0
2094,107091.0
2095,142079.0
2096,79215.0
2097,105163.0
2098,142296.0
2099,54305.0
2100,74467.0
2101,120962.0
2102,129492.0
2103,104617.0
2104,153099.0
2105,135826.0
2106,65516.0
2107,198588.0
2108,109882.0
2109,109970.0
2110,136748.0
2111,125959.0
2112,139024.0
2113,118674.0
2114,132846.0
2115,161956.0
2116,113642.0
2117,154109.0
2118,130853.0
2119,122932.0
2120,118604.0
2121,29847.0
2122,123229.0
2123,77711.0
2124,161205.0
2125,128315.0
2126,169286.0
2127,168037.0
2128,122742.0
2129,89637.0
2130,129951.0
2131,128512.0
2132,110894.0
2133,124590.0
2134,117175.0
2135,93222.0
2136,76019.0
2137,103567.0
2138,125806.0
2139,145957.0
2140,142461.0
2141,153758.0
2142,125263.0
2143,149830.0
2144,109851.0
2145,140262.0
2146,169820.0
2147,147310.0
2148,135185.0
2149,150158.0
2150,234706.0
2151,108036.0
2152,164360.0
2153,165195.0
2154,95366.0
2155,140631.0
2156,259952.0
2157,232462.0
2158,236446.0
2159,218555.0
2160,185387.0
2161,232863.0
2162,379014.0
2163,345653.0
2164,248959.0
2165,220096.0
2166,153482.0
2167,219130.0
2168,189382.0
2169,193614.0
2170,217551.0
2171,160103.0
2172,124885.0
2173,179520.0
2174,224635.0
2175,289941.0
2176,309007.0
2177,239050.0
2178,206382.0
2179,136499.0
2180,212787.0
2181,191323.0
2182,222798.0
2183,184228.0
2184,113160.0
2185,125693.0
2186,149349.0
2187,152284.0
2188,151922.0
2189,283854.0
2190,76246.0
2191,74366.0
2192,85117.0
2193,105610.0
2194,102500.0
2195,117006.0
2196,105587.0
2197,111817.0
2198,157868.0
2199,192870.0
2200,148576.0
2201,166209.0
2202,213706.0
2203,153669.0
2204,176976.0
2205,122745.0
2206,139181.0
2207,191731.0
2208,277545.0
2209,245771.0
2210,116150.0
2211,115177.0
2212,121398.0
2213,107288.0
2214,130867.0
2215,99943.0
2216,144151.0
2217,55866.0
2218,72037.0
2219,68346.0
2220,64775.0
2221,319111.0
2222,281733.0
2223,282595.0
2224,205656.0
2225,123845.0
2226,184810.0
2227,196942.0
2228,272001.0
2229,251834.0
2230,151763.0
2231,216989.0
2232,178482.0
2233,183599.0
2234,235241.0
2235,219722.0
2236,255543.0
2237,307272.0
2238,198750.0
2239,104695.0
2240,159504.0
2241,160996.0
2242,120198.0
2243,116459.0
2244,108436.0
2245,103094.0
2246,143759.0
2247,110463.0
2248,123800.0
2249,117004.0
2250,127954.0
2251,110346.0
2252,183800.0
2253,159081.0
2254,179663.0
2255,179694.0
2256,174568.0
2257,210184.0
2258,153952.0
2259,173281.0
2260,146898.0
2261,191621.0
2262,218364.0
2263,382739.0
2264,508582.0
2265,172302.0
2266,307188.0
2267,380024.0
2268,419450.0
2269,142503.0
2270,198880.0
2271,218571.0
2272,196825.0
2273,166794.0
2274,187360.0
2275,155832.0
2276,202535.0
2277,178457.0
2278,146148.0
2279,128781.0
2280,121619.0
2281,159921.0
2282,185681.0
2283,109477.0
2284,115190.0
2285,143656.0
2286,122942.0
2287,392556.0
2288,274000.0
2289,370490.0
2290,446672.0
2291,339510.0
2292,438274.0
2293,492301.0
2294,399121.0
2295,485823.0
2296,279946.0
2297,362088.0
2298,356088.0
2299,348289.0
2300,331366.0
2301,321078.0
2302,246850.0
2303,235772.0
2304,251161.0
2305,206686.0
2306,199096.0
2307,205615.0
2308,219863.0
2309,281871.0
2310,207856.0
2311,207565.0
2312,172031.0
2313,169691.0
2314,176031.0
2315,180930.0
2316,203844.0
2317,191215.0
2318,183264.0
2319,188752.0
2320,183500.0
2321,242777.0
2322,183198.0
2323,196078.0
2324,177806.0
2325,213173.0
2326,177751.0
2327,203460.0
2328,222160.0
2329,189924.0
2330,183549.0
2331,334717.0
2332,386692.0
2333,320426.0
2334,262278.0
2335,274727.0
2336,306151.0
2337,196878.0
2338,258333.0
2339,210030.0
2340,394209.0
2341,220266.0
2342,233640.0
2343,223493.0
2344,219338.0
2345,234821.0
2346,212940.0
2347,203908.0
2348,245754.0
2349,190450.0
2350,309244.0
2351,263544.0
2352,253553.0
2353,248533.0
2354,138528.0
2355,140941.0
2356,152116.0
2357,186035.0
2358,198187.0
2359,132046.0
2360,117688.0
2361,148312.0
2362,256969.0
2363,144052.0
2364,157358.0
2365,221573.0
2366,196263.0
2367,231537.0
2368,227138.0
2369,226198.0
2370,164854.0
2371,161751.0
2372,190283.0
2373,277447.0
2374,311256.0
2375,246726.0
2376,304096.0
2377,341276.0
2378,145672.0
2379,204623.0
2380,144548.0
2381,170994.0
2382,197814.0
2383,198890.0
2384,239931.0
2385,161290.0
2386,137062.0
2387,136178.0
2388,98960.0
2389,119589.0
2390,147930.0
2391,143467.0
2392,112127.0
2393,171734.0
2394,142813.0
2395,208553.0
2396,149724.0
2397,227321.0
2398,132751.0
2399,70278.0
2400,66389.0
2401,123470.0
2402,137103.0
2403,146987.0
2404,156233.0
2405,155628.0
2406,145672.0
2407,120455.0
2408,145862.0
2409,116049.0
2410,171212.0
2411,114946.0
2412,158766.0
2413,132277.0
2414,158953.0
2415,139381.0
2416,126686.0
2417,143037.0
2418,140590.0
2419,121687.0
2420,122074.0
2421,147572.0
2422,109486.0
2423,126867.0
2424,134451.0
2425,196418.0
2426,134798.0
2427,140180.0
2428,184667.0
2429,105102.0
2430,130933.0
2431,113371.0
2432,144381.0
2433,142370.0
2434,136347.0
2435,152518.0
2436,97956.0
2437,104495.0
2438,120512.0
2439,107060.0
2440,125796.0
2441,83576.0
2442,92703.0
2443,122320.0
2444,128400.0
2445,95013.0
2446,140487.0
2447,189026.0
2448,128896.0
2449,114152.0
2450,154163.0
2451,113536.0
2452,205346.0
2453,92533.0
2454,121625.0
2455,125525.0
2456,139600.0
2457,137851.0
2458,128549.0
2459,115464.0
2460,146281.0
2461,129507.0
2462,135734.0
2463,130907.0
2464,181618.0
2465,151556.0
2466,116631.0
2467,128710.0
2468,86527.0
2469,86577.0
2470,192142.0
2471,221410.0
2472,158824.0
2473,113224.0
2474,68965.0
2475,221790.0
2476,112422.0
2477,124478.0
2478,153966.0
2479,107434.0
2480,166720.0
2481,128046.0
2482,117739.0
2483,111063.0
2484,128314.0
2485,125389.0
2486,151124.0
2487,186318.0
2488,159222.0
2489,160400.0
2490,150173.0
2491,93938.0
2492,196573.0
2493,153964.0
2494,144110.0
2495,87556.0
2496,237020.0
2497,152773.0
2498,115365.0
2499,77391.0
2500,127189.0
2501,142317.0
2502,138963.0
2503,88871.0
2504,171297.0
2505,224701.0
2506,254807.0
2507,278113.0
2508,252557.0
2509,211500.0
2510,207770.0
2511,174982.0
2512,211196.0
2513,216614.0
2514,263661.0
2515,148560.0
2516,176970.0
2517,143214.0
2518,150382.0
2519,235128.0
2520,219025.0
2521,189375.0
2522,226884.0
2523,120364.0
2524,140714.0
2525,146421.0
2526,140015.0
2527,127261.0
2528,132726.0
2529,146986.0
2530,125771.0
2531,253013.0
2532,225066.0
2533,199491.0
2534,239872.0
2535,291391.0
2536,232268.0
2537,244890.0
2538,183809.0
2539,189896.0
2540,184340.0
2541,178611.0
2542,165809.0
2543,117874.0
2544,127255.0
2545,137275.0
2546,123429.0
2547,133162.0
2548,156645.0
2549,152444.0
2550,947295.0
2551,140307.0
2552,132348.0
2553,69830.0
2554,86489.0
2555,123910.0
2556,100496.0
2557,105241.0
2558,162659.0
2559,139373.0
2560,159528.0
2561,150564.0
2562,146605.0
2563,154230.0
2564,209030.0
2565,144217.0
2566,158260.0
2567,134480.0
2568,233057.0
2569,240944.0
2570,114038.0
2571,188461.0
2572,150134.0
2573,236341.0
2574,305779.0
2575,132744.0
2576,122697.0
2577,145386.0
2578,81532.0
2579,57729.0
2580,95017.0
2581,103274.0
2582,104306.0
2583,284209.0
2584,182481.0
2585,188049.0
2586,223345.0
2587,194256.0
2588,141453.0
2589,148763.0
2590,208735.0
2591,233666.0
2592,215979.0
2593,257898.0
2594,185675.0
2595,192011.0
2596,291481.0
2597,184545.0
2598,279269.0
2599,328399.0
2600,165783.0
2601,151237.0
2602,82786.0
2603,98985.0
2604,86545.0
2605,79445.0
2606,142675.0
2607,223438.0
2608,195652.0
2609,168349.0
2610,111704.0
2611,119579.0
2612,159545.0
2613,129745.0
2614,124204.0
2615,166718.0
2616,146134.0
2617,191852.0
2618,217007.0
2619,203659.0
2620,187046.0
2621,170707.0
2622,179997.0
2623,243595.0
2624,300436.0
2625,282958.0
2626,167573.0
2627,167469.0
2628,512282.0
2629,545563.0
2630,386243.0
2631,508113.0
2632,435566.0
2633,315204.0
2634,439662.0
2635,157717.0
2636,172251.0
2637,187181.0
2638,270602.0
2639,179784.0
2640,149463.0
2641,110906.0
2642,189447.0
2643,107286.0
2644,117660.0
2645,110277.0
2646,97417.0
2647,106807.0
2648,150889.0
2649,156036.0
2650,143893.0
2651,138664.0
2652,404114.0
2653,250061.0
2654,261199.0
2655,403394.0
2656,329319.0
2657,350632.0
2658,302746.0
2659,312096.0
2660,360415.0
2661,354425.0
2662,372129.0
2663,286898.0
2664,271394.0
2665,326266.0
2666,279702.0
2667,173738.0
2668,180227.0
2669,183506.0
2670,277323.0
2671,188208.0
2672,194962.0
2673,201929.0
2674,197148.0
2675,174045.0
2676,191855.0
2677,199990.0
2678,257012.0
2679,273602.0
2680,284920.0
2681,397095.0
2682,323242.0
2683,548783.0
2684,318400.0
2685,341068.0
2686,244770.0
2687,309411.0
2688,216756.0
2689,207666.0
2690,425633.0
2691,193936.0
2692,132398.0
2693,200562.0
2694,138706.0
2695,195289.0
2696,182450.0
2697,184466.0
2698,192064.0
2699,176609.0
2700,155245.0
2701,152262.0
2702,113824.0
2703,128942.0
2704,137620.0
2705,112766.0
2706,110248.0
2707,118645.0
2708,132186.0
2709,99306.0
2710,123696.0
2711,293471.0
2712,393034.0
2713,177369.0
2714,151544.0
2715,166198.0
2716,146004.0
2717,194611.0
2718,221549.0
2719,150611.0
2720,169427.0
2721,131458.0
2722,155210.0
2723,133815.0
2724,125073.0
2725,130564.0
2726,148683.0
2727,155923.0
2728,188752.0
2729,146385.0
2730,147620.0
2731,125990.0
2732,128430.0
2733,161159.0
2734,150440.0
2735,143749.0
2736,141205.0
2737,124624.0
2738,136927.0
2739,161121.0
2740,137115.0
2741,141857.0
2742,156345.0
2743,163007.0
2744,164589.0
2745,142987.0
2746,144624.0
2747,149397.0
2748,124544.0
2749,128418.0
2750,141463.0
2751,139513.0
2752,181288.0
2753,151530.0
2754,220484.0
2755,138339.0
2756,89489.0
2757,70585.0
2758,90397.0
2759,167307.0
2760,125744.0
2761,145114.0
2762,142221.0
2763,183256.0
2764,142336.0
2765,297904.0
2766,126282.0
2767,81684.0
2768,117366.0
2769,128615.0
2770,140993.0
2771,106009.0
2772,109422.0
2773,175096.0
2774,143353.0
2775,99074.0
2776,153646.0
2777,149135.0
2778,98661.0
2779,122856.0
2780,87689.0
2781,87351.0
2782,94124.0
2783,96261.0
2784,116699.0
2785,138490.0
2786,68730.0
2787,120494.0
2788,70756.0
2789,172708.0
2790,94783.0
2791,111237.0
2792,58512.0
2793,153743.0
2794,99203.0
2795,125306.0
2796,98857.0
2797,182772.0
2798,97726.0
2799,114786.0
2800,68589.0
2801,104692.0
2802,122630.0
2803,161730.0
2804,144628.0
2805,94285.0
2806,85558.0
2807,160323.0
2808,147408.0
2809,132301.0
2810,121926.0
2811,164801.0
2812,155642.0
2813,159343.0
2814,156587.0
2815,84187.0
2816,239920.0
2817,161635.0
2818,127271.0
2819,172598.0
2820,147258.0
2821,96234.0
2822,182695.0
2823,321233.0
2824,197695.0
2825,150864.0
2826,139665.0
2827,135601.0
2828,221518.0
2829,226474.0
2830,229416.0
2831,164293.0
2832,251104.0
2833,315075.0
2834,226331.0
2835,220213.0
2836,189491.0
2837,153494.0
2838,153153.0
2839,172887.0
2840,203601.0
2841,203262.0
2842,234469.0
2843,153100.0
2844,182710.0
2845,126756.0
2846,208380.0
2847,207813.0
2848,219068.0
2849,202719.0
2850,278333.0
2851,214523.0
2852,242463.0
2853,237351.0
2854,139486.0
2855,204045.0
2856,201123.0
2857,188060.0
2858,213138.0
2859,125844.0
2860,124520.0
2861,127828.0
2862,185298.0
2863,119261.0
2864,246181.0
2865,140572.0
2866,138516.0
2867,101334.0
2868,104286.0
2869,99280.0
2870,127076.0
2871,74172.0
2872,51603.0
2873,93016.0
2874,146832.0
2875,109137.0
2876,170797.0
2877,153728.0
2878,164976.0
2879,136618.0
2880,102590.0
2881,141669.0
2882,178756.0
2883,202577.0
2884,206392.0
2885,186568.0
2886,242818.0
2887,92234.0
2888,146361.0
2889,58680.0
2890,77969.0
2891,134634.0
2892,41233.0
2893,69461.0
2894,55065.0
2895,334689.0
2896,282757.0
2897,216233.0
2898,151419.0
2899,207283.0
2900,158712.0
2901,211003.0
2902,193211.0
2903,323966.0
2904,357859.0
2905,88935.0
2906,199934.0
2907,104132.0
2908,130842.0
2909,152832.0
2910,78913.0
2911,80428.0
2912,149536.0
2913,76104.0
2914,76541.0
2915,83574.0
2916,76499.0
2917,170597.0
2918,115034.0
2919,223136.0
