SaleType_New,0.3575094050831939
MSSubClass_60,0.3771970684281062
Neighborhood_NridgHt,0.40214859817526727
GarageFinish_Fin,0.4196779678180174
HeatingQC_Ex,0.43454323853246896
BsmtFinType1_GLQ,0.4345973468827767
ExterQual_Ex,0.45116433022275587
ExterQual_Gd,0.45246612784479306
Fireplaces,0.4669288367515277
MasVnrArea,0.4726144990045743
KitchenQual_Ex,0.5040936759052961
YearRemodAdd,0.5071009671113862
YearBuilt,0.5228973328794969
TotRmsAbvGrd,0.5337231555820284
BsmtQual_Ex,0.5531048470089389
FullBath,0.5606637627484456
1stFlrSF,0.6058521846919148
TotalBsmtSF,0.6135805515591954
GarageArea,0.6234314389183617
GarageCars,0.6404091972583531
GrLivArea,0.7086244776126522
OverallQual,0.7909816005838047
